front,back,frequency,
봉사활동,community service activities,3826,
옛일,things of the past,4396,
교과목,"subject, course",3582,
충전기,charger,4124,
청구서,"bill, invoice",3875,
계산원,cashier,3051,
재채기하다,to sneeze,4132,
교양,"sophistication, refinement",4133,
말짱하다,"to be impeccable, neat;to be perfectly okay",4134,
응답,"answer, response",4135,
차이다,to get kicked;to be dumped,2434,
재계,"the financial world, business circles",4137,
집단,group,2664,
소심하다,"to be timid, shy",4139,
김새다,"to lose intereset, enthusiasm, be disappointed;to spoil one's fun",4140,
감추다,"to hide, conceal",4108,
원칙,"principle, general rule",4142,
양초,candle,4143,
처자,one's wife and children;a maiden,4144,
공지하다,"to announce, notify",4145,
얕다,to be shallow,4146,
다람쥐,squirrel,4147,
수줍다,to be shy,4260,
진실되다,"to be true, truthful, sincere, real",3023,
맹세하다,"to swear, pledge",4153,
파트너,partner,4154,
확대하다,"to expand, magnify",3159,
배송,"shipping, delivery",4156,
영화제,film festival,4157,
높임말,"honorific language (style, words)",4158,
신입사원,newly hired employee,4159,
옆집,next door,4160,
연주회,"concert, recital",3696,
벽보,poster,4162,
고사하다,"to reject, decline;to wither (away)",4163,
합창단,"choir, chorus",4164,
후보,"candidate, nominee",4184,
앞서,"before, earlier",3719,
숙이다,"to drop, lower, bow, bend",3247,
되뇌다,"to repeat, say (many times over)",4167,
고집,"stubbornness, insistence",4168,
잠수하다,"to dive, go underwater",4169,
널리,"widely, broadly, all over",3147,
이롭다,"to be beneficial, do good",4170,
먹이,"food, feed",3006,
녹음기,recorder,4172,
전시하다,"to exhibit, display",3471,
가곡,song,4174,
들키다,"to get caught, be discovered",4274,
상견례,meeting (between the families of the bride and the groom),4176,
교훈,"lesson, moral",4177,
양쪽,both sides,2250,
실컷,"to one's satisfaction, as much as one likes",3410,
연수,"training, study",4180,
알몸,naked body,4181,
해수,seawater,4747,
두통,headache,2435,
애완동물,pet,2132,
아웃,out,4185,
신중하다,"to be cautious, prudent, discreet",4611,
팔꿈치,elbow,3285,
단위,"unit, measure",4186,
모집하다,"to recruit, invite",4204,
등장하다,"to appear, make an appearance",4188,
한계,"limit, boundary",3820,
솜,cotton,4189,
선전,"propaganda,&nbsp;advertisement",4190,
세균,"bacteria, germ",4191,
연속,"series, streak, continuation",4192,
연인,"sweetheart, lover",4193,
화장지,toilet paper,2816,
저항,"resistance, defiance",4300,
손해,"damage, loss",4196,
급히,"hastily, in a hurry",4197,
문패,doorplate,4198,
혼동하다,"to confuse, mix up",4199,
번갈아,"alternately, by turns",4200,
난로,"heater, stove",4201,
파괴하다,"to destroy, ruin",4606,
임시,temporary,3640,
갈등,conflict,3508,
초기,"the early days, the beginning",4079,
이론,theory,4206,
골탕먹다,"to suffer a big loss, be cheated",4207,
사기,"fraud, deception, scam;morale, fighting spirit",4208,
탓,"reason, blame",3968,
끝장,"end, conclusion, termination",4210,
회복하다,"to recover, regain, get better",4017,
녹화,video recording,2382,
기자회견,press conference,4213,
무지,"ignorance, stupidity;very, extremely",4214,
군소리,unnecessary remark,4215,
이어폰,earphones,4216,
웬만하다,"to be tolerable, fairly good",4217,
잽싸다,"to be quick, swift, agile",4218,
이륙하다,to take off (about planes),4219,
뛰어나다,"to be outstanding, excellent",4220,
한반도,the Korean peninsula,4221,
풍부하다,"to be plentiful, ample",3813,
인근,"vicinity, nearby",4223,
어긋나다,"to be contrary, at cross purposes;to go amiss",3662,
맺다,"to bear, produce;to form",4020,
방울,drop (of liquid);bell,4226,
흘러내리다,"to run down, trickle down",4227,
모질다,"to be harsh, hard, severe",4228,
밋밋하다,"to be flat, plain, dull",4229,
그저,without any reason,3633,
절망,"despair, hopelessness",4236,
이성적,"rational, reasonable",3718,
먼지,dust,4232,
멋대로,"as one pleases, selfishly",4237,
주의사항,matters that require (special) attention,4238,
질색하다,"to detest, loathe",4239,
양치질하다,to brush teeth,4240,
반응,"response, reaction",3924,
건배,"toast, cheers",4242,
원수,enemy,4243,
스타일,style,1607,
데뷔하다,to make one's debut,4245,
출렁거리다,"to slop, splash, roll",4246,
재난,"disaster, catastrophe",4467,
암,cancer,4248,
스킨십,"touch (skin to skin, with affection)",4249,
박다,"to thrust in, hammer, drive",4250,
크레파스,crayon,4251,
켤레,a pair,4252,
학과,"(university) department, major;lesson, classwork",4253,
언론,"the press, the media",3880,
암소,cow,4255,
주정하다,to act in a drunken and disorderly way,4256,
껍데기,"shell, skin",4257,
녀석,"guy, fellow",2734,
미끈미끈하다,"to be all slippery, very smooth",4259,
맨손,bare hands,2610,
부딪치다,"to bump against, crash into, collide",3411,
기절하다,"to faint, pass out",4262,
결승,finals,4263,
혈액,blood,4264,
성형수술,plastic surgery,4265,
관습,"custom, convention",4266,
근시,nearsightedness,4267,
교정하다,to proofread;to correct,4268,
조명하다,"to illuminate, highlight",4269,
오싹하다,"to shudder, feel a chill",4270,
원점,starting point,4271,
휴식,"rest, relaxation",4272,
유리하다,"to be favorable, advantageous",4273,
법칙,"law, rule",2986,
육지,land,4275,
신하,"servant, vassal, government officer",4832,
감염,infection,4277,
정지하다,"to stop, halt",4278,
수명,"life, life span",4279,
밤새우다,to stay up all night,3435,
엘리베이터,elevator,3769,
난방,heating,4282,
불어,French language,1431,
망치다,"to spoil, ruin, screw up",4284,
아담하다,"to be neat, tidy;to be petite",5037,
외향적,"extroverted, outgoing",4286,
탐내다,"to want, desire, covet",4805,
어기다,"to break, violate",4288,
의젓하다,"to be mature, dignified",4289,
진학하다,to enter (a higher level of) school,4290,
낭만,romance,4291,
사연,"story, situation",4292,
예정일,due date,4780,
착수하다,"to start, launch",4294,
단조롭다,to be monotonous,4295,
이력,"background, personal history, record",4296,
이주하다,"to move, migrate",4297,
애매하다,"to be vague, obscure, uncertain;to be wrongly accused",4298,
특집,special edition,4299,
사막,desert,4308,
출신,"native, origin",3906,
동영상,video,4136,
냉정하다,"to be cool-headed, objective, cold-hearted",4304,
관광지,tourist attraction [spot],2504,
이끌다,"to lead, guide",3178,
콘센트,"socket, electrical outlet",4287,
여기다,"to regard, consider",3521,
굴뚝,chimney,4309,
평평하다,"to be flat, even",4310,
따갑다,"to be stinging, burning, irritated (for one's skin or body parts)",4311,
놓아두다,to leave (as is),3004,
정화,purification,4312,
뱉다,to spit out,4313,
천벌,divine punishment,4314,
정밀,"detailed, precise, exact",4315,
구석구석,every nook and corner,4316,
멎다,to stop,4317,
문화재,cultural assets,2744,
여신,goddess,4319,
엉덩이,"butt, buttocks",3149,
종영,end (of a show or movie),4321,
합의,"agreement, consent;consultation",4322,
피신하다,"to escape, flee, take shelter",4323,
청춘,youth,4324,
건국,establishment of a country,4325,
금실,marital chemistry (harmony),4326,
어림,rough estimate,4327,
지휘하다,"to command, lead, direct",4328,
죄목,"charge, name of a crime",4329,
자재,materials,4330,
인하,"reduction, cut",4331,
경청하다,to listen attentively,4332,
용감하다,"to be brave, daring, courageous",3630,
등불,"lamp, lamplight",4337,
백과사전,encyclopedia,4338,
대상,"object, target;grand prize",3676,
음반,"record, album",4340,
견적,estimate (for),4341,
기막히다,"to be struck dumb, be stunned;to be perfect, fantastic",4342,
물품,"item, article;goods",4343,
동참하다,"to join, take part in",4344,
화살표,arrow,4345,
설득하다,to persuade,4346,
퇴직,retirement,4347,
대우하다,to treat,4307,
접수,"receipt, reception",3848,
도심지,downtown,4350,
실종,disappearance,4351,
예능,artistic talents,4352,
단둘,"two persons (alone, in private)",4353,
외양,"appearance, look",4354,
피로,fatigue,4355,
수거하다,"to collect, pick up",4175,
첨부하다,to attach,4357,
간주하다,"to regard, consider",4980,
저주,curse (magical),4359,
발행,"publication, issue",4360,
안락하다,to be comfortable,4361,
숟갈,spoonful (of sugar or other ingredients),4362,
주동자,leader,4363,
충성,"loyalty, devotion",4364,
엎드리다,to lie face down,4365,
뻗다,"to reach, stretch out, spread",4366,
토박이,natives,4367,
오냐오냐하다,"to overindulge, allow [kids] everything",4368,
사양,"specification;rejection, declining",3823,
소장,"manager, head;written complaint, petition",4370,
수속,procedure,4371,
생생하다,to be vivid,4372,
당사자,the person directly involved,4373,
면전,to one's face,4374,
주저하다,to hesitate,4301,
기약,promise,4376,
납득하다,to accept,4377,
주선하다,"to arrange, set up",4378,
뚫다,"to bore, dig, pierce",4379,
독신,bachelorhood,4380,
최대한,"maximum, at the most",4043,
미화하다,"to glorify, glamorize, romanticize",4382,
주름,"wrinkle, crease",4383,
건축,"architecture, construction",3543,
뒤지다,"to look through, go through, search for, rummage;to fall behind",4385,
미모,"good looks, beautiful face",4386,
겸비하다,"to have both, combine",4387,
웅변,"eloquence, oratory",4388,
어림없다,"to be far from, be beyond",4389,
납기일,"pay day, date for payment",4390,
울보,crybaby,4391,
낭비하다,to waste,4392,
기어이,"no matter what, without fail",4393,
거칠다,"to be rough, coarse",4394,
쟁반,tray,4395,
체조,gymnastics,4054,
무덤,"grave, tomb",4400,
동호회,"club, society",4401,
풍선,balloon,4402,
줄곧,"all the time, continually",4403,
연말,end of the year,3016,
유부남,married man,4405,
솟다,"to rise;to gush out, flow out",4406,
헌,"old, shabby, used",4407,
간섭하다,"to interfere, meddle",4408,
가보다,to have been to a place,1399,
맞히다,"to hit the mark, guess right",2567,
체험,experience,3733,
데다,"to be burnt, get scorched, scald oneself",4411,
원한,grudge,4412,
넉넉하다,"to be sufficient, plenty",4413,
초조하다,"to be anxious, restless, impatient",4414,
공감,sympathy,4415,
적중하다,"to hit the mark (target), come true",4416,
재방송,"rerun, repeat",4417,
영웅,"hero, heroine",3878,
멀뚱멀뚱,"blankly, vacantly",4419,
건축물,"building, structure",4420,
거문고,Korean harp,4421,
굴,cave;oyster,4422,
소매치기,pickpocket,4423,
과식하다,to overeat,4424,
복장,"attire, clothes",3866,
체결하다,"to conclude (a contract), to sign",4426,
빈방,vacant room,4427,
은혜,"favor, kindness, benefits",4428,
큰아버지,father's elder brother,4429,
큰어머니,father's elder brother's wife,4430,
운동복,sportswear,4431,
국어,national language;mother tongue,4432,
외할아버지,maternal grandfather,4433,
남미,South America,4434,
소설가,novelist,4254,
끊어지다,"to break down, break off, snap, run out",2329,
기뻐하다,"to be pleased, happy, glad",2147,
수돗물,tap water,4439,
업소,business establishment,4440,
합창,"chorus, ensemble",4441,
완강하다,"to be stubborn, insistent",4442,
줄다,"to decrease, shrink, lose size",2219,
마약,"drugs, narcotics",4452,
전화비,telephone bill,4443,
멕시코,Mexico,4444,
경기장,sports stadium,3088,
서먹하다,"to feel awkward, be ill at ease",4445,
시외,"the suburbs, outside the city limits",4446,
영하,temperature below freezing,4448,
학생증,student ID,4449,
사원,"employee, member of the staff;temple, mosque",4450,
점퍼,"jacket, windbreaker",3910,
조그마하다,"to be small, tiny",4035,
소형,"small item, small size",4453,
면세점,duty-free shop,4454,
쿨,cool,3717,
아랍,Arab,4456,
로션,lotion,4457,
즐거움,"pleasure, joy, happiness",4458,
봉지,"bag, sack",4459,
깃,collar;feather,4460,
베트남,Vietnam,4461,
벚꽃,cherry blossoms,4462,
담그다,"to soak, immerse",4463,
당당하다,"to be imposing, commanding, confident, dignified",4339,
추리소설,mystery novel,4465,
경력,"career, work experience",4466,
무궁화,Rose of Sharon,4302,
나흘,four days,2659,
떡국,rice-cake soup,1760,
후원,"support, backing, sponsorship",4469,
반성,"self-reflection, self-examination",4470,
가두다,"to shut in, lock up",4567,
남대문,the South Gate,1583,
브라질,Brazil,4473,
외숙모,maternal uncle's wife,4474,
선비,classical scholar,5094,
닫히다,"to be closed, to shut",2124,
패션,"fashion, style",4475,
보육원,orphanage,4476,
실물,real [life] (as opposed to a picture or a model),4477,
보고서,"report, paper",2254,
몽골,Mongolia,4536,
작은아버지,father's younger brother,4479,
작은어머니,the wife of father's younger brother,4480,
바이올린,violin,4481,
미술관,art museum,3529,
올려놓다,to put a thing on a place,4483,
여유,"time/money to spare, composure",2873,
준비물,"preparation material, stuff",4127,
소년원,youth detention center,4485,
베이징,Beijing,4486,
액세서리,accessories,4487,
탤런트,"TV actor, TV star",3415,
발라드,ballad,4489,
연봉,annual salary,4491,
조조,early morning,4492,
호의,"goodwill, kindness",4493,
무관심하다,"to be indifferent, unconcerned",4494,
출소하다,to be released from prison,4495,
듯하다,"to look like, seem, look as if",2242,
괴짜,odd (eccentric) person,4497,
지성,"brain power, intelligence;sincerity, devotion",4498,
비축하다,"to reserve, stock up (on)",4499,
왜곡하다,"to distort, twist",4500,
새침하다,"to be coy, prim",4501,
얄밉다,"to be mean, nasty, provoking",4502,
무기,"arms, weapon",4150,
방대하다,"to be huge, vast, massive",4503,
우유부단하다,to be indecisive,4505,
준수하다,"to abide by, comply with, obey [rules, law];to be good-looking",4506,
배반,betrayal,5088,
사직하다,"to resign, step down",4508,
필독,required reading,4509,
비결,"secret, key (of how to do something)",4510,
눈보라,snowstorm,4096,
자음,consonant,4512,
선적,"shipment, shipping;the nationality of a ship",4513,
강요,"enforcement, coercion",4514,
감미롭다,"to be sweet, mellow",4515,
농장,"farm, ranch",4516,
방귀,fart,4517,
충동,"impulse, urge",4518,
민주주의,democracy,4165,
사또,district magistrate,5090,
이내,"within, less than;soon, at once",4521,
세끼,three meals (a day),4522,
